MAG,MG,Coverage
MAG00658,MG_0857RFLQV1,36.621056
MAG00659,MG_0857RFLQV1,25.553764
MAG00660,MG_0867RFLQV1,51.827446
MAG00661,MG_0867RFLQV1,95.55458
MAG00663,MG_0867RFLQV1,152.74173
MAG00664,MG_0867RFLQV1,33.065224
MAG00665,MG_0867RFLQV1,2130.5503
MAG00667,MG_0869RFLQV1,1285.0071
MAG00668,MG_0869RFLQV1,1030.3625
MAG00669,MG_0869RFLQV1,382.24194
MAG00670,MG_0869RFLQV1,12.753453
MAG00671,MG_0869RFLQV1,2214.351
MAG00672,MG_0869RFLQV1,56.553623
MAG00673,MG_0869RFLQV1,146.77817
MAG00674,MG_0869RFLQV1,235.97745
MAG00676,MG_0869RFLQV1,68.5047
MAG00677,MG_0869RFLQV1,106.1117
MAG00678,MG_0869RFLQV1,46.57461
MAG00679,MG_0869RFLQV1,36.33089
MAG00681,MG_0869RFLQV1,12.1174
MAG00682,MG_0869RFLQV1,86.17466
MAG00683,MG_0869RFLQV1,23.849438
MAG00684,MG_0879RFLQV1,52.577072
MAG00685,MG_0879RFLQV1,69.58163
MAG00686,MG_0879RFLQV1,35.373676
MAG00689,MG_0879RFLQV1,95.18215
MAG00690,MG_0930RFLQV1,1152.8848
MAG00691,MG_0942RFLQV1,11.775194
MAG00692,MG_0942RFLQV1,12.931678
MAG00693,MG_0942RFLQV1,18.266573
MAG00694,MG_0942RFLQV1,315.25873
MAG00695,MG_0942RFLQV1,82.705414
MAG00696,MG_0942RFLQV1,105.460785
MAG00697,MG_0942RFLQV1,32.521
MAG00698,MG_0942RFLQV1,429.9566
MAG00699,MG_0942RFLQV1,191.27403
MAG00700,MG_0942RFLQV1,5759.642
MAG00701,MG_0942RFLQV1,62.217403
MAG00702,MG_0942RFLQV1,18.65622
MAG00703,MG_0942RFLQV1,233.56856
MAG00704,MG_0942RFLQV1,92.22692
MAG00705,MG_0942RFLQV1,133.18544
MAG00706,MG_0942RFLQV1,44.96303
MAG00707,MG_0942RFLQV1,55.61312
MAG00708,MG_0942RFLQV1,95.950645
MAG00709,MG_0942RFLQV1,17.628727
MAG00710,MG_0942RFLQV1,46.135765
MAG00712,MG_0942RFLQV1,266.0785
MAG00713,MG_0942RFLQV1,203.26138
MAG00714,MG_0942RFLQV1,313.50742
MAG00715,MG_0942RFLQV1,17.854862
MAG00716,MG_0942RFLQV1,9.541157
MAG00717,MG_0942RFLQV1,69.37958
MAG00718,MG_0942RFLQV1,93.65275
MAG00719,MG_0942RFLQV1,758.6858
MAG00720,MG_0960RFLQV1,8.362295
MAG00721,MG_0960RFLQV1,3122.6287
MAG00722,MG_0960RFLQV1,52.12806
MAG00723,MG_0960RFLQV1,120.69027
MAG00724,MG_0960RFLQV1,118.25102
MAG00725,MG_0960RFLQV1,8.8149605
MAG00726,MG_0960RFLQV1,6.6965904
MAG00727,MG_0962RFLQV1,11.03288
MAG00728,MG_0962RFLQV1,11.737963
MAG00729,MG_0962RFLQV1,33.936436
MAG00730,MG_0962RFLQV1,59.463295
MAG00731,MG_0962RFLQV1,26.190617
MAG00732,MG_0962RFLQV1,1415.8412
MAG00733,MG_0962RFLQV1,78.565445
MAG00734,MG_0962RFLQV1,10.744252
MAG00735,MG_0962RFLQV1,59.91363
MAG00736,MG_0962RFLQV1,435.68893
MAG00737,MG_0963RFLQV1,757.8036
MAG00739,MG_0963RFLQV1,245.6289
MAG00740,MG_0963RFLQV1,343.7928
MAG00741,MG_0969RFLQV1,1575.9155
MAG00742,MG_0969RFLQV1,1100.5435
MAG00743,MG_0996RFLQV1,144.93938
MAG00744,MG_0996RFLQV1,305.45206
MAG00745,MG_0996RFLQV1,244.8
MAG00746,MG_0996RFLQV1,46.591183
MAG00747,MG_0996RFLQV1,916.43835
MAG00748,MG_0996RFLQV1,242.21667
MAG00749,MG_0996RFLQV1,1922.8583
MAG00750,MG_0996RFLQV1,37.514416
MAG00751,MG_0996RFLQV1,29.00432
MAG00752,MG_0996RFLQV1,49.23347
MAG00753,MG_0996RFLQV1,134.46819
MAG00754,MG_0996RFLQV1,46.14643
MAG00755,MG_0996RFLQV1,67.82081
MAG00756,MG_0996RFLQV1,38.51644
MAG00757,MG_0996RFLQV1,156.6081
MAG00758,MG_0996RFLQV1,702.6894
MAG00759,MG_0996RFLQV1,720.6679
MAG00760,MG_0996RFLQV1,55.248352
MAG00761,MG_0996RFLQV1,64.22276
MAG00762,MG_0996RFLQV1,32.855793
MAG00763,MG_0996RFLQV1,49.797802
MAG00766,MG_1005RFLQV1,48.49873
MAG00767,MG_1009RFLQV1,97.68972
MAG00768,MG_1009RFLQV1,183.74998
MAG00769,MG_1009RFLQV1,335.33914
MAG00770,MG_1020RFLQV1,325.15848
MAG00772,MG_1024RFLQV1,32.810608
MAG00773,MG_1024RFLQV1,8.373794
MAG00774,MG_1024RFLQV1,41.55159
MAG00775,MG_1024RFLQV1,184.56715
MAG00776,MG_1024RFLQV1,7.121965
MAG00777,MG_1024RFLQV1,13.932995
MAG00778,MG_1024RFLQV1,1055.9663
MAG00779,MG_1024RFLQV1,21.738356
MAG00781,MG_1024RFLQV1,11.648631
MAG00782,MG_1024RFLQV1,27.480215
MAG00783,MG_1024RFLQV1,477.51184
MAG00784,MG_1024RFLQV1,201.4085
MAG00785,MG_1050901179,18.525995
MAG00786,MG_1050901179,481.784
MAG00787,MG_1050901209,94.89248
MAG00788,MG_1050901209,190.6907
MAG00789,MG_1050901239,127.499985
MAG00790,MG_1050901239,1001.9449
MAG00791,MG_1050901289,35.456093
MAG00792,MG_1050901289,701.56396
MAG00793,MG_1050901329,64.826935
MAG00794,MG_1050901329,2656.2139
MAG00795,MG_1052RFLQV1,27.326765
MAG00796,MG_1052RFLQV1,27.914968
MAG00797,MG_1052RFLQV1,1408.8167
MAG00798,MG_1052RFLQV1,16.718376
MAG00799,MG_1052RFLQV1,914.6949
MAG00800,MG_1052RFLQV1,11.784612
MAG00802,MG_1052RFLQV1,140.04909
MAG00803,MG_1052RFLQV1,30.837774
MAG00804,MG_1052RFLQV1,50.95796
MAG00805,MG_1052RFLQV1,23.258783
MAG00806,MG_1052RFLQV1,45.229416
MAG00807,MG_1052RFLQV1,59.229137
MAG00808,MG_1058RFLQV1,76.971985
MAG00809,MG_1058RFLQV1,27.012205
MAG00810,MG_1058RFLQV1,18.43759
MAG00811,MG_1058RFLQV1,279.53247
MAG00812,MG_1058RFLQV1,20.337101
MAG00814,MG_1058RFLQV1,59.512238
MAG00815,MG_1058RFLQV1,9126.562
MAG00816,MG_1058RFLQV1,580.97644
MAG00817,MG_1058RFLQV1,158.98892
MAG00818,MG_1058RFLQV1,10.974318
MAG00819,MG_1058RFLQV1,94.77576
MAG00820,MG_1058RFLQV1,63.032326
MAG00821,MG_1058RFLQV1,32.57699
MAG00822,MG_1058RFLQV1,16.409876
MAG00823,MG_1058RFLQV1,529.41815
MAG00824,MG_1058RFLQV1,9.429746
MAG00825,MG_1058RFLQV1,14.562202
MAG00826,MG_1058RFLQV1,49.820194
MAG00827,MG_1058RFLQV1,324.04898
MAG00828,MG_1058RFLQV1,124.65944
MAG00829,MG_1058RFLQV1,12.617869
MAG00830,MG_1058RFLQV1,52.642807
MAG00831,MG_1060901199,18.324085
MAG00832,MG_1060901199,50.695045
MAG00833,MG_1060901269,71.05254
MAG00834,MG_1061301149,11.676098
MAG00835,MG_1061301149,8.609705
MAG00836,MG_1061301149,576.8883
MAG00837,MG_1061301189,243.39987
MAG00838,MG_1061301229,1753.6221
MAG00839,MG_1061301269,1290.3464
MAG00840,MG_1061301269,17.071535
MAG00841,MG_1061301329,869.597
MAG00842,MG_1062101149,208.16402
MAG00843,MG_1062101149,16.96411
MAG00844,MG_1062101149,111.89816
MAG00845,MG_1062101189,85.87459
MAG00846,MG_1062101189,485.0774
MAG00847,MG_1062101239,343.56415
MAG00848,MG_1062101239,163.16115
MAG00849,MG_1062101299,342.65524
MAG00850,MG_1062101299,519.90985
MAG00851,MG_1062101359,45.45564
MAG00852,MG_1062101359,157.24464
MAG00853,MG_1062201159,181.35162
MAG00854,MG_1062201199,19.428667
MAG00855,MG_1062201199,440.6974
MAG00856,MG_1062201239,165.95903
MAG00857,MG_1062201329,21.704416
MAG00858,MG_1062201329,156.54918
MAG00859,MG_1062201379,159.77968
MAG00860,MG_1062501159,880.0014
MAG00861,MG_1062501199,667.4427
MAG00862,MG_1062501199,38.07415
MAG00863,MG_1062501239,43.189884
MAG00864,MG_1062501239,292.18582
MAG00865,MG_1062501279,193.08401
MAG00866,MG_1062501369,12.173211
MAG00867,MG_1062501369,8.111525
MAG00868,MG_1062501369,12.968032
MAG00869,MG_1062501369,97.557816
MAG00870,MG_1063001159,431.42285
MAG00871,MG_1063001159,32.16378
MAG00872,MG_1063001239,33.2137
MAG00873,MG_1063001279,43.653023
MAG00874,MG_1063001329,66.977356
MAG00875,MG_1063001369,42.65641
MAG00876,MG_1063101119,58.30949
MAG00877,MG_1063101199,116.28636
MAG00878,MG_1063101369,58.219116
MAG00879,MG_1063101369,33.83991
MAG00880,MG_1063201159,358.44748
MAG00881,MG_1063201209,133.00162
MAG00882,MG_1063201249,668.2833
MAG00883,MG_1063201329,72.98343
MAG00884,MG_1063201369,172.4801
MAG00885,MG_1063601119,48.26338
MAG00886,MG_1063601179,44.35105
MAG00887,MG_1063601319,61.35378
MAG00888,MG_1063601319,50.239506
MAG00889,MG_1063601359,19.502142
MAG00890,MG_1063601359,17.815031
MAG00891,MG_1085RFLQV1,277.28732
MAG00892,MG_1086RFLQV1,401.2128
MAG00893,MG_1086RFLQV1,919.3171
MAG00894,MG_1086RFLQV1,396.0166
MAG00895,MG_1086RFLQV1,213.5662
MAG00896,MG_1086RFLQV1,277.8087
MAG00897,MG_1086RFLQV1,206.72113
MAG00898,MG_1086RFLQV1,688.98425
MAG00899,MG_1116RFLQV1,15.278966
MAG00900,MG_1116RFLQV1,16.764736
MAG00901,MG_1116RFLQV1,124.157455
MAG00902,MG_112477,578.0337
MAG00903,MG_112477,11.411091
MAG00904,MG_112541,10.67364
MAG00905,MG_112541,24.802408
MAG00906,MG_112541,14.485316
MAG00907,MG_112541,92.96151
MAG00908,MG_112541,15.523142
MAG00909,MG_112541,8.1932
MAG00910,MG_112541,1178.7255
MAG00911,MG_112597,9.14055
MAG00912,MG_112597,8.509923
MAG00913,MG_112597,28.89759
MAG00914,MG_112797,15.580516
MAG00915,MG_112797,236.78491
MAG00916,MG_112861,599.9352
MAG00917,MG_112861,22.93696
MAG00918,MG_112917,458.96683
MAG00919,MG_112917,52.7505
MAG00920,MG_112917,14.197753
MAG00921,MG_113357,2565.688
MAG00922,MG_113597,370.05637
MAG00923,MG_113633,16.202682
MAG00924,MG_113633,235.12965
MAG00925,MG_113633,528.9078
MAG00926,MG_113633,221.58925
MAG00927,MG_113633,20.062397
MAG00928,MG_113717,20.505493
MAG00929,MG_113717,22.682383
MAG00930,MG_113717,469.42825
MAG00931,MG_113757,140.34909
MAG00932,MG_113757,359.2725
MAG00933,MG_113757,106.228424
MAG00934,MG_113757,124.74512
MAG00935,MG_113757,299.42792
MAG00936,MG_113853,43.685547
MAG00937,MG_113853,1556.5945
MAG00938,MG_113853,37.552906
MAG00939,MG_113853,164.70122
MAG00940,MG_113853,155.74875
MAG00941,MG_114141,57.08614
MAG00942,MG_114141,254.62073
MAG00943,MG_114193,27.610882
MAG00944,MG_114193,44.344048
MAG00945,MG_114193,23.507374
MAG00946,MG_114193,58.04733
MAG00947,MG_114193,28.057348
MAG00948,MG_114193,138.71317
MAG00949,MG_114193,40.53432
MAG00950,MG_114193,48.707832
MAG00951,MG_114717,848.40857
MAG00952,MG_114765,24.83248
MAG00953,MG_114765,32.593258
MAG00954,MG_114765,406.23837
MAG00955,MG_1167RFLQV1,16.255934
MAG00956,MG_1167RFLQV1,221.51692
MAG00957,MG_1167RFLQV1,59.53972
MAG00958,MG_1213RFLQV1,64.72966
MAG00959,MG_1213RFLQV1,579.56726
MAG00960,MG_1213RFLQV1,374.994
MAG00961,MG_1213RFLQV1,85.11381
MAG00963,MG_1215RFLQV1,248.73248
MAG00964,MG_1215RFLQV1,504.25204
MAG00965,MG_1215RFLQV1,93.67383
MAG00967,MG_1238RPAPV1A1,27.185707
MAG00968,MG_1238RPAPV1A1,324.1426
MAG00969,MG_1238RPAPV1A1,317.90604
MAG00970,MG_1238RPAPV1A1,144.53282
MAG00971,MG_1286RFLQV1,167.13821
MAG00972,MG_1286RFLQV1,111.85049
MAG00973,MG_1319RFLQV1,136.76411
MAG00974,MG_1319RFLQV1,275.56274
MAG00975,MG_1319RFLQV1,499.14175
MAG00976,MG_1327RFLQV1,187.16321
MAG00977,MG_1327RFLQV1,247.50879
MAG00978,MG_1327RFLQV1,1177.9763
MAG00979,MG_1333RFLQV1,65.83746
MAG00980,MG_1333RFLQV1,752.32465
MAG00981,MG_1333RFLQV1,443.26617
MAG00982,MG_1333RFLQV1,107.58261
MAG00983,MG_1333RFLQV1,125.44148
MAG00984,MG_1333RFLQV1,4303.955
MAG00985,MG_1333RFLQV1,42.98041
MAG00986,MG_1368RFLQV1,130.20578
MAG00987,MG_1368RFLQV1,94.339294
MAG00988,MG_1368RFLQV1,74.76643
MAG00990,MG_1386RFLQV1,73.526375
MAG00991,MG_1386RFLQV1,73.23992
MAG00992,MG_1386RFLQV1,107.27955
MAG00993,MG_1386RFLQV1,37.412163
MAG00994,MG_1386RFLQV1,301.12653
MAG00995,MG_1386RFLQV1,91.29789
MAG00996,MG_1392RFLQV1,1399.6804
MAG00997,MG_1392RFLQV1,35.175476
MAG00998,MG_1416RFLQV1,16.295
MAG00999,MG_1416RFLQV1,60.838505
MAG01000,MG_1416RFLQV1,16.251104
MAG01001,MG_1416RFLQV1,19.468067
MAG01002,MG_1416RFLQV1,713.40985
MAG01003,MG_1416RFLQV1,345.8639
MAG01004,MG_1416RFLQV1,377.2468
MAG01005,MG_1416RFLQV1,19.594698
MAG01006,MG_1416RFLQV1,83.6159
MAG01007,MG_1425RFLQV1,19.413685
MAG01008,MG_1425RFLQV1,90.812706
MAG01009,MG_1425RFLQV1,2510.833
MAG01010,MG_1425RFLQV1,449.11008
MAG01011,MG_1425RFLQV1,185.99518
MAG01012,MG_1425RFLQV1,59.914223
MAG01013,MG_1425RFLQV1,398.7043
MAG01014,MG_1425RFLQV1,41.529095
MAG01015,MG_1425RFLQV1,172.41838
MAG01016,MG_1425RFLQV1,46.32955
MAG01017,MG_1425RFLQV1,87.33728
MAG01018,MG_1425RFLQV1,94.688034
MAG01019,MG_1425RFLQV1,32.135456
MAG01020,MG_1429RFLQV1,299.21326
MAG01021,MG_1429RFLQV1,136.227
MAG01024,MG_1431RFLQV1,38.001
MAG01025,MG_1431RFLQV1,243.99805
MAG01026,MG_1469RFLQV1,77.7481
MAG01027,MG_1469RFLQV1,215.17056
MAG01028,MG_1469RFLQV1,72.45401
MAG01029,MG_1469RFLQV1,216.63011
MAG01030,MG_1469RFLQV1,147.33575
MAG01031,MG_1469RFLQV1,233.39876
MAG01032,MG_1469RFLQV1,56.03748
MAG01033,MG_1494RFLQV1,308.47684
MAG01034,MG_1494RFLQV1,357.24133
MAG01035,MG_1494RFLQV1,81.74416
MAG01036,MG_1494RFLQV1,258.2361
MAG01037,MG_1494RFLQV1,206.71858
MAG01039,MG_1540RFLQV1,461.97986
MAG01040,MG_1546RFLQV1,1660.3818
MAG01041,MG_1567RFLQV1,177.76242
MAG01042,MG_1567RFLQV1,160.59944
MAG01043,MG_1567RFLQV1,69.76529
MAG01044,MG_1567RFLQV1,53.429455
MAG01045,MG_1567RFLQV1,246.67448
MAG01046,MG_1567RFLQV1,136.28867
MAG01047,MG_1567RFLQV1,143.13133
MAG01048,MG_1567RFLQV1,194.26672
MAG01049,MG_1567RFLQV1,193.99629
MAG01050,MG_1567RFLQV1,3569.4265
MAG01051,MG_1567RFLQV1,168.19173
MAG01052,MG_1567RFLQV1,413.8496
MAG01053,MG_1578RFLQV1,52.291714
MAG01054,MG_1578RFLQV1,777.8767
MAG01055,MG_1578RFLQV1,923.28265
MAG01056,MG_1578RFLQV1,42.76093
MAG01057,MG_1578RFLQV1,33.20837
MAG01058,MG_1588RFLQV1,183.24684
MAG01061,MG_1665RFLQV1,42.927658
MAG01062,MG_1696RFLQV1,801.3911
MAG01063,MG_1696RFLQV1,132.37267
MAG01066,MG_1727RFLQV1,74.74237
MAG01067,MG_1727RFLQV1,134.63193
MAG01068,MG_1727RFLQV1,514.56104
MAG01069,MG_1727RFLQV1,285.60953
MAG01070,MG_1727RFLQV1,4811.066
MAG01071,MG_1727RFLQV1,32.57063
MAG01072,MG_174564,3965.2195
MAG01073,MG_174566,21.992466
MAG01074,MG_174566,642.21
MAG01075,MG_174566,125.09911
MAG01076,MG_174566,32.22541
MAG01077,MG_174616,324.30347
MAG01078,MG_174616,200.04784
MAG01079,MG_174616,67.90518
MAG01080,MG_174616,29.76826
MAG01081,MG_174631b,10.289151
MAG01082,MG_174631b,241.0048
MAG01083,MG_174631b,1507.9545
MAG01084,MG_174631b,15.306541
MAG01085,MG_174631b,19.416529
MAG01086,MG_174708,97.75259
MAG01087,MG_174708,968.7192
MAG01088,MG_174708,17.514986
MAG01089,MG_174708,2102.6892
MAG01090,MG_174708,20.297256
MAG01091,MG_174722,63.855946
MAG01092,MG_174722,150.79892
MAG01093,MG_174722,398.33865
MAG01094,MG_174738,33.074345
MAG01095,MG_174738,20.806086
MAG01096,MG_174738,73.518074
MAG01097,MG_174738,45.369175
MAG01098,MG_174738,32.779915
MAG01099,MG_174738,23.412573
MAG01100,MG_174738,64.70774
MAG01101,MG_174738,22.56615
MAG01102,MG_174738,12.410515
MAG01103,MG_174738,54.842278
MAG01104,MG_174738,381.53656
MAG01105,MG_174738,8.663381
MAG01106,MG_174738,9.024536
MAG01107,MG_174738,17.887932
MAG01108,MG_174738,72.42107
MAG01109,MG_174738,50.25106
MAG01110,MG_174738,32.063747
MAG01111,MG_174738,641.05865
MAG01112,MG_174738,64.70656
MAG01113,MG_174758,14.7297125
MAG01114,MG_174758,478.33173
MAG01115,MG_174758,324.56058
MAG01116,MG_174947,176.72472
MAG01117,MG_174962,227.01825
MAG01118,MG_174962,25.551327
MAG01119,MG_174970,223.66954
MAG01120,MG_174970,25.13468
MAG01121,MG_174982,62.635284
MAG01122,MG_174982,8.716335
MAG01123,MG_174982,146.28403
MAG01124,MG_175034,21.358582
MAG01125,MG_175034,234.26166
MAG01126,MG_175034,23.873106
MAG01127,MG_175034,12.836431
MAG01128,MG_175058,39.60682
MAG01129,MG_175058,7.046007
MAG01130,MG_175058,28.12535
MAG01131,MG_175058,25.812992
MAG01132,MG_175058,11.312455
MAG01133,MG_175058,48.260426
MAG01134,MG_175058,90.54477
MAG01135,MG_175058,107.37081
MAG01136,MG_175058,14.728412
MAG01137,MG_175058,221.01152
MAG01138,MG_175058,29.56735
MAG01139,MG_175058,28.999643
MAG01140,MG_175058,555.79706
MAG01141,MG_175058,23.439835
MAG01142,MG_175058,44.887474
MAG01143,MG_175058,67.04774
MAG01144,MG_175074,28.717007
MAG01145,MG_175074,169.22185
MAG01146,MG_175074,35.29346
MAG01147,MG_175228,830.81866
MAG01148,MG_175260,1694.7817
MAG01149,MG_175260,20.316381
MAG01150,MG_175260,108.8906
MAG01151,MG_175260,9.431725
MAG01152,MG_175260,63.789074
MAG01153,MG_175260,55.059895
MAG01154,MG_175260,10.671654
MAG01155,MG_175260,88.237526
MAG01156,MG_175318,8.572037
MAG01157,MG_175318,11.528171
MAG01158,MG_175318,18.105165
MAG01159,MG_175318,10.091547
MAG01160,MG_175318,75.965965
MAG01161,MG_175318,6.091151
MAG01162,MG_175318,12.289115
MAG01163,MG_175318,26.27622
MAG01164,MG_175332,192.27957
MAG01165,MG_175332,61.779884
MAG01166,MG_175332,716.1373
MAG01167,MG_175332,58.06785
MAG01168,MG_175334b,72.455696
MAG01169,MG_175334b,185.67332
MAG01170,MG_175334b,554.60315
MAG01171,MG_175334b,37.320446
MAG01172,MG_175334b,8.218945
MAG01173,MG_175334b,752.01117
MAG01174,MG_175334b,66.25162
MAG01175,MG_175334b,20.783976
MAG01176,MG_175334b,122.11369
MAG01177,MG_175334b,15.366968
MAG01178,MG_175334b,130.24094
MAG01179,MG_175334b,31.57464
MAG01180,MG_175334b,15.642182
MAG01181,MG_175334b,17.90295
MAG01182,MG_175334b,7.5600266
MAG01183,MG_175334b,9.962584
MAG01184,MG_175334b,92.4819
MAG01185,MG_175334b,38.11622
MAG01186,MG_175334b,16.747013
MAG01187,MG_175380,43.442863
MAG01188,MG_175380,131.44757
MAG01189,MG_175380,601.2816
MAG01190,MG_175390,218.8217
MAG01191,MG_175414,16.211172
MAG01192,MG_175414,45.349316
MAG01193,MG_175414,457.34247
MAG01194,MG_175414,29.63609
MAG01195,MG_175443,11.939172
MAG01196,MG_175443,11.71647
MAG01197,MG_175443,86.564354
MAG01198,MG_175443,18.283558
MAG01199,MG_175443,55.299957
MAG01200,MG_175476,110.76562
MAG01201,MG_175831b,201.21265
MAG01202,MG_175831b,235.06058
MAG01203,MG_175831b,15.090906
MAG01204,MG_175831b,31.359245
MAG01205,MG_175831b,21.16106
MAG01206,MG_175831b,16.615108
MAG01207,MG_175831b,163.41312
MAG01208,MG_175831b,58.2238
MAG01209,MG_175831b,118.032265
MAG01210,MG_175831b,80.382904
MAG01211,MG_175831b,7.0624666
MAG01212,MG_175831b,52.27545
MAG01213,MG_175831b,40.17856
MAG01214,MG_175831b,63.950333
MAG01215,MG_175831b,95.730965
MAG01216,MG_175831b,82.49813
MAG01217,MG_175831b,248.96013
MAG01218,MG_175831b,33.758965
MAG01219,MG_175831b,62.044888
MAG01220,MG_175831b,547.8761
MAG01221,MG_175831b,35.475517
MAG01222,MG_175831b,32.810253
MAG01223,MG_175831b,358.4649
MAG01224,MG_175836,263.67032
MAG01225,MG_175836,63.44185
MAG01226,MG_175836,8.3572
MAG01227,MG_175836,16.767435
MAG01228,MG_175836,41.534153
MAG01229,MG_175836,19.52182
MAG01230,MG_175836,14.130092
MAG01231,MG_175836,17.705313
MAG01232,MG_175836,9.787054
MAG01233,MG_175836,144.2272
MAG01234,MG_175836,44.00683
MAG01235,MG_175836,40.0812
MAG01236,MG_175836,43.93743
MAG01237,MG_175836,71.14069
MAG01238,MG_175836,22.101091
MAG01239,MG_175836,53.2275
MAG01240,MG_175836,8.968485
MAG01241,MG_175836,42.332336
MAG01242,MG_175836,119.332886
MAG01243,MG_175836,8.667999
MAG01244,MG_175836,138.70746
MAG01245,MG_175836,318.17477
MAG01246,MG_175836,253.71402
MAG01247,MG_175836,15.289742
MAG01248,MG_175836,16.69959
MAG01249,MG_175836,37.55737
MAG01250,MG_175836,16.102238
MAG01251,MG_175878,20.439716
MAG01252,MG_175878,38.94586
MAG01253,MG_175878,120.69453
MAG01254,MG_175878,64.03414
MAG01255,MG_175878,190.19368
MAG01256,MG_175878,128.9261
MAG01257,MG_175878,151.64417
MAG01258,MG_175896,4032.7185
MAG01259,MG_175980,2760.984
MAG01260,MG_176020,25.259108
MAG01261,MG_176020,571.10095
MAG01262,MG_176076,3446.4417
MAG01263,MG_176076,68.81582
MAG01264,MG_176094,26.499971
MAG01265,MG_176094,45.84444
MAG01266,MG_176094,699.0079
MAG01267,MG_176118,30.724602
MAG01268,MG_176118,37.52629
MAG01269,MG_176118,34.91915
MAG01270,MG_176118,40.98211
MAG01271,MG_176118,21.934162
MAG01272,MG_176118,85.381775
MAG01273,MG_176118,251.55327
MAG01274,MG_176118,23.649202
MAG01275,MG_176138,43.945213
MAG01276,MG_176138,45.56669
MAG01277,MG_176138,322.50842
MAG01278,MG_176138,20.337326
MAG01279,MG_176541,120.555626
MAG01280,MG_176541,53.94893
MAG01281,MG_176541,37.499603
MAG01282,MG_176541,53.912884
MAG01283,MG_176541,56.102238
MAG01284,MG_176541,25.569857
MAG01285,MG_176541,341.8683
MAG01286,MG_176541,398.60895
MAG01287,MG_176541,39.8291
MAG01288,MG_176541,24.914448
MAG01289,MG_176541,30.566265
MAG01290,MG_176541,197.96535
MAG01291,MG_176541,83.18732
MAG01292,MG_176565,36.706966
MAG01293,MG_176565,193.62988
MAG01294,MG_176565,119.57043
MAG01295,MG_176565,129.29013
MAG01296,MG_176565,177.4881
MAG01297,MG_176565,24.450434
MAG01298,MG_176565,61.753056
MAG01299,MG_176565,94.81865
MAG01300,MG_176565,56.743263
MAG01301,MG_176565,14.143061
MAG01302,MG_176565,11.221683
MAG01303,MG_176565,11.612752
MAG01304,MG_176565,51.076492
MAG01305,MG_176565,17.331678
MAG01306,MG_176565,51.21015
MAG01307,MG_176565,54.951702
MAG01308,MG_176565,12.053611
MAG01309,MG_176573,21.631325
MAG01310,MG_176573,10.883369
MAG01311,MG_176573,19.005875
MAG01312,MG_176573,253.47653
MAG01313,MG_176573,64.49704
MAG01314,MG_176573,41.502888
MAG01315,MG_176573,18.591753
MAG01316,MG_176621,35.44097
MAG01317,MG_176621,33.95815
MAG01318,MG_176621,10.658728
MAG01319,MG_176621,490.04037
MAG01320,MG_176621,14.34716
MAG01321,MG_176621,24.02906
MAG01322,MG_176621_b,14.798103
MAG01323,MG_176621_b,269.96527
MAG01324,MG_176747,261.70255
MAG01325,MG_176747,688.80457
MAG01326,MG_176747,153.29504
MAG01327,MG_176795,302.7488
MAG01328,MG_176795,270.14566
MAG01329,MG_176795,894.0057
MAG01330,MG_176795,374.6683
MAG01331,MG_176795,133.93027
MAG01332,MG_176795,543.5072
MAG01333,MG_176795,84.240326
MAG01334,MG_176862,128.05478
MAG01335,MG_176862,11.855899
MAG01336,MG_176862,6.850296
MAG01337,MG_176862,10.95612
MAG01338,MG_176862,1057.6232
MAG01339,MG_176862,650.87976
MAG01340,MG_176862,10.008062
MAG01341,MG_176862,31.118898
MAG01342,MG_176862,6.850114
MAG01343,MG_176862,19.507645
MAG01344,MG_176862,10.42843
MAG01345,MG_176862,52.587994
MAG01346,MG_176862,93.61723
MAG01347,MG_176862,9.749654
MAG01348,MG_176873,12.420061
MAG01349,MG_176873,106.0401
MAG01350,MG_176873,83.37575
MAG01351,MG_176887,42.01713
MAG01352,MG_176887,248.4558
MAG01353,MG_176887,13.481436
MAG01354,MG_176887,258.68723
MAG01355,MG_176887,229.8752
MAG01356,MG_177065,40.800465
MAG01357,MG_177065,11.896731
MAG01358,MG_177065,22.290056
MAG01359,MG_177065,7.5445356
MAG01360,MG_177065,110.043045
MAG01361,MG_177065,377.95837
MAG01362,MG_177065,66.71661
MAG01363,MG_177065,24.828876
MAG01364,MG_177065,200.58463
MAG01365,MG_177065,82.541466
MAG01366,MG_177065,209.49924
MAG01367,MG_177065,40.923183
MAG01368,MG_177065,72.71956
MAG01369,MG_177065,503.93085
MAG01370,MG_177065,78.4685
MAG01371,MG_177065,42.50492
MAG01372,MG_177065,13.48107
MAG01373,MG_177065,206.2862
MAG01374,MG_177065,62.98971
MAG01375,MG_177065,1124.4473
MAG01376,MG_177065,42.782635
MAG01377,MG_177065,167.72131
MAG01378,MG_177065,15.49523
MAG01379,MG_177065,1902.1208
MAG01380,MG_177093,10.864298
MAG01381,MG_177093,11.304981
MAG01382,MG_177093,19.783455
MAG01383,MG_177093,35.031925
MAG01384,MG_177093,780.6872
MAG01385,MG_177093,7.6255183
MAG01386,MG_177093,17.063463
MAG01387,MG_177093,84.7887
MAG01388,MG_177093,52.8526
MAG01389,MG_177093,589.20135
MAG01390,MG_177093,151.80693
MAG01391,MG_177093,362.5678
MAG01392,MG_177093,694.6867
MAG01393,MG_177093,11.715046
MAG01394,MG_177093,16.851791
MAG01395,MG_177093,28.198257
MAG01396,MG_177093,374.84818
