MAG,MG,Coverage
MAG06816,MG_30_10302_05,47.979553
MAG06817,MG_30_10302_05,174.7892
MAG06818,MG_30_10302_05,89.70144
MAG06819,MG_30_10317_05,73.57725
MAG06820,MG_30_10317_05,184.52095
MAG06821,MG_30_10318_02B,487.31427
MAG06822,MG_30_10537_02,746.5489
MAG06823,MG_30_10546_04,105.133865
MAG06824,MG_30_10546_04,96.88057
MAG06825,MG_30_10546_04,408.81177
MAG06826,MG_30_10546_04,77.867455
MAG06827,MG_30_10546_04,21.380531
MAG06828,MG_30_10546_04,11.011641
MAG06829,MG_30_10561_03,26.31534
MAG06830,MG_30_10561_03,16.496315
MAG06831,MG_30_10561_03,35.090927
MAG06832,MG_30_10561_03,12.781455
MAG06833,MG_30_10561_03,623.85535
MAG06834,MG_30_10561_03,14.129802
MAG06835,MG_30_10561_03,18.29761
MAG06836,MG_30_10561_03,67.07595
MAG06837,MG_30_10561_03,12.700431
MAG06838,MG_30_10561_03,34.062836
MAG06839,MG_30_10561_03,22.068373
MAG06840,MG_30_10561_03,69.77145
MAG06841,MG_30_10561_03,36.214806
MAG06842,MG_30_10561_03,18.389624
MAG06843,MG_30_10561_03,55.44824
MAG06844,MG_30_10561_03,27.454782
MAG06845,MG_30_10561_03,13.468696
MAG06846,MG_30_10561_03,51.30031
MAG06847,MG_30_10563_03,16.175276
MAG06848,MG_30_10563_03,28.775831
MAG06849,MG_30_10563_03,191.06473
MAG06850,MG_30_10563_03,28.94916
MAG06851,MG_30_10563_03,22.600424
MAG06852,MG_30_10563_03,30.54372
MAG06853,MG_30_10563_03,17.834932
MAG06854,MG_30_10563_03,3344.309
MAG06855,MG_30_10563_03,266.5691
MAG06856,MG_30_10563_03,391.4979
MAG06857,MG_30_10566_05,52.04072
MAG06858,MG_30_10566_05,17.953274
MAG06859,MG_30_10566_05,28.856665
MAG06860,MG_30_10566_05,953.58307
MAG06861,MG_30_10566_05,528.8422
MAG06862,MG_30_10572_05,614.40137
MAG06863,MG_30_10597_05,224.41682
MAG06864,MG_30_10597_05,164.83392
MAG06865,MG_30_10597_05,28.910059
MAG06866,MG_30_10597_05,60.241367
MAG06867,MG_30_10597_05,39.83166
MAG06868,MG_30_10597_05,26.5282
MAG06869,MG_30_10597_05,94.786514
MAG06870,MG_30_10597_05,585.1107
MAG06871,MG_30_10597_05,17.56069
MAG06872,MG_30_10597_05,45.628254
MAG06873,MG_30_10597_05,45.98637
MAG06874,MG_30_10597_05,60.87146
MAG06875,MG_30_10597_05,54.795033
MAG06876,MG_30_10617_05,141.05037
MAG06877,MG_30_10617_05,825.61786
MAG06878,MG_30_10621_05,1481.2708
MAG06879,MG_30_10621_05,63.56319
MAG06880,MG_30_10660_05,233.22894
MAG06881,MG_30_10660_05,57.62567
MAG06882,MG_30_10660_05,32.536713
MAG06883,MG_30_10660_05,15.683599
MAG06884,MG_30_10660_05,38.66169
MAG06885,MG_30_10660_05,141.93442
MAG06886,MG_30_10660_05,451.6588
MAG06887,MG_30_10660_05,35.289494
MAG06888,MG_30_10660_05,528.48676
MAG06889,MG_30_10660_05,22.958988
MAG06890,MG_30_10660_05,35.868683
MAG06891,MG_30_10660_05,183.67188
MAG06892,MG_30_10660_05,10.875973
MAG06893,MG_30_10660_05,14.36494
MAG06894,MG_30_10660_05,97.73254
MAG06895,MG_30_10660_05,16.286915
MAG06896,MG_30_10660_05,484.8358
MAG06897,MG_30_10693_02,1628.4607
MAG06898,MG_30_10693_02,211.24394
MAG06899,MG_30_10697_04,441.28445
MAG06900,MG_30_10710_04,531.653
MAG06901,MG_30_11411_04,49.922215
MAG06902,MG_30_11411_04,419.09586
MAG06903,MG_30_11411_04,21.71382
MAG06904,MG_30_11411_04,288.32645
MAG06905,MG_30_11452_03,431.4953
MAG06906,MG_30_11452_03,342.61392
MAG06907,MG_30_11459_03,1566.7661
MAG06908,MG_30_11459_03,345.11188
MAG06909,MG_30_11495_03,16.22105
MAG06910,MG_30_11495_03,722.9877
MAG06911,MG_30_11495_03,25.540134
MAG06912,MG_30_11517_02,24.61229
MAG06913,MG_30_11517_02,1013.6827
MAG06914,MG_30_11552_03,564.5711
MAG06915,MG_30_11552_03,109.03734
MAG06916,MG_30_12189_03,1756.6619
MAG06917,MG_30_12189_03,14.918361
MAG06918,MG_30_12189_03,12.6900835
MAG06919,MG_30_12191_03B,10.460176
MAG06920,MG_30_12191_03B,14.628993
MAG06921,MG_30_12191_03B,195.97314
MAG06922,MG_30_12191_03B,296.24893
MAG06923,MG_30_12191_03B,340.9596
MAG06924,MG_30_12191_03B,15.015814
MAG06925,MG_30_12191_03B,11.96013
MAG06926,MG_30_12191_03B,8.443446
MAG06927,MG_30_12191_03B,75.672905
MAG06928,MG_30_12191_03B,30.678797
MAG06929,MG_30_12191_03B,18.510988
MAG06930,MG_30_12227_05,83.94212
MAG06931,MG_30_12227_05,1962.1576
MAG06932,MG_30_12231_03,91.86156
MAG06933,MG_30_12231_03,24.092783
MAG06934,MG_30_12231_03,124.87109
MAG06935,MG_30_12231_03,27.923655
MAG06936,MG_30_12231_03,246.67143
MAG06937,MG_30_12231_03,32.598297
MAG06938,MG_30_12231_03,124.52572
MAG06939,MG_30_12231_03,22.940529
MAG06940,MG_30_12231_03,680.6594
MAG06941,MG_30_12231_03,128.0528
MAG06942,MG_30_12231_03,91.992226
MAG06943,MG_30_12231_03,27.757326
MAG06944,MG_30_12231_03,369.06903
MAG06945,MG_30_12231_03,84.20733
MAG06946,MG_30_12233_05,97.06003
MAG06947,MG_30_12233_05,328.3655
MAG06948,MG_30_12270_05,1303.1853
MAG06949,MG_30_12554_04,91.3108
MAG06950,MG_30_12554_04,74.969925
MAG06951,MG_30_12554_04,417.9329
MAG06952,MG_30_12554_04,97.15471
MAG06953,MG_30_12554_04,2243.1982
MAG06954,MG_30_12554_04,14.997637
MAG06955,MG_30_12554_04,12.741947
MAG06956,MG_30_12554_04,126.779434
MAG06957,MG_30_12554_04,39.32082
MAG06958,MG_30_12554_04,91.96213
MAG06959,MG_30_12554_04,99.45308
MAG06960,MG_30_12554_04,145.25677
MAG06961,MG_30_12554_04,562.04407
MAG06962,MG_30_12554_04,1306.4741
MAG06963,MG_30_12554_04,43.19892
MAG06964,MG_30_12554_04,151.56795
MAG06965,MG_30_12554_04,60.116478
MAG06966,MG_30_12554_04,75.89537
MAG06967,MG_30_12554_04,196.7428
MAG06968,MG_30_12557_04,2064.225
MAG06969,MG_30_12558_03,395.98947
MAG06970,MG_30_12558_03,155.58022
MAG06971,MG_30_12558_03,102.81092
MAG06972,MG_30_12558_03,31.710909
MAG06973,MG_30_12558_03,24.445587
MAG06974,MG_30_12558_03,1427.9049
MAG06975,MG_30_12558_03,406.32312
MAG06976,MG_30_12558_03,43.28347
MAG06977,MG_30_12558_03,89.69537
MAG06978,MG_30_12558_03,22.777481
MAG06979,MG_30_12558_03,23.881107
MAG06980,MG_30_12558_03,629.5162
MAG06981,MG_30_12558_03,26.694685
MAG06982,MG_30_12558_03,91.55386
MAG06983,MG_30_12558_03,45.061874
MAG06984,MG_30_12558_03,89.25087
MAG06985,MG_30_12558_03,100.871376
MAG06986,MG_30_12558_03,122.23957
MAG06987,MG_30_12564_03,22.943312
MAG06988,MG_30_12564_03,10.728134
MAG06989,MG_30_12564_03,116.625916
MAG06990,MG_30_12564_03,13.022153
MAG06991,MG_30_12564_03,15.684101
MAG06992,MG_30_12564_03,386.87604
MAG06993,MG_30_12564_03,200.82072
MAG06994,MG_30_12564_03,43.897934
MAG06995,MG_30_12564_03,45.912674
MAG06996,MG_30_12564_03,23.05465
MAG06997,MG_30_12564_03,81.3019
MAG06998,MG_30_12564_03,113.52326
MAG06999,MG_30_12564_03,20.500107
MAG07000,MG_30_12564_03,45.881958
MAG07001,MG_30_12564_03,50.21302
MAG07002,MG_30_12578_04,953.92456
MAG07003,MG_30_12578_04,1011.11816
MAG07004,MG_30_12584_04,1145.8326
MAG07005,MG_30_12584_04,19.006104
MAG07006,MG_30_12585_04,2299.0896
MAG07007,MG_30_12586_04,20.975885
MAG07008,MG_30_12586_04,165.79547
MAG07009,MG_30_12586_04,11.256043
MAG07010,MG_30_12586_04,36.668613
MAG07011,MG_30_12586_04,27.715916
MAG07012,MG_30_12586_04,15.936927
MAG07013,MG_30_12586_04,90.6332
MAG07014,MG_30_12586_04,63.29382
MAG07015,MG_30_12586_04,15.415204
MAG07016,MG_30_12586_04,24.861095
MAG07017,MG_30_12586_04,124.432526
MAG07018,MG_30_12586_04,137.94188
MAG07019,MG_30_12586_04,47.855446
MAG07020,MG_30_12586_04,55.16514
MAG07021,MG_30_12586_04,88.674355
MAG07022,MG_30_12586_04,15.113628
MAG07023,MG_30_12587_03,987.49274
MAG07024,MG_30_12587_03,161.4153
MAG07025,MG_30_12594_02,350.84277
MAG07026,MG_30_12613_02,464.88873
MAG07027,MG_30_12615_03,110.8171
MAG07028,MG_30_12615_03,13.655824
MAG07029,MG_30_13172_05,98.54713
MAG07030,MG_30_13172_05,1905.2433
MAG07031,MG_30_13172_05,581.3338
MAG07032,MG_30_13172_05,131.85957
MAG07033,MG_30_13175_04,128.47403
MAG07034,MG_30_13175_04,709.07513
MAG07035,MG_30_13175_04,1935.2733
MAG07036,MG_30_13175_04,77.945274
MAG07037,MG_30_13175_04,43.360058
MAG07038,MG_30_13177_03,331.3475
MAG07039,MG_30_13179_05,1136.348
MAG07040,MG_30_13179_05,293.99765
MAG07041,MG_30_13179_05,13.531838
MAG07042,MG_30_13179_05,16.77394
MAG07043,MG_30_13179_05,242.91733
MAG07044,MG_30_13179_05,20.790636
MAG07045,MG_30_13179_05,631.3953
MAG07046,MG_30_13179_05,1089.5288
MAG07047,MG_30_13179_05,20.236574
MAG07048,MG_30_13179_05,29.097511
MAG07049,MG_30_13179_05,22.875826
MAG07050,MG_30_13179_05,52.745758
MAG07051,MG_30_13179_05,19.295555
MAG07052,MG_30_13179_05,22.279377
MAG07053,MG_30_13179_05,50.1122
MAG07054,MG_30_13179_05,19.335289
MAG07055,MG_30_13179_05,56.644028
MAG07056,MG_30_13196_05,2661.988
MAG07057,MG_30_13196_05,289.8403
MAG07058,MG_30_13199_05,11.333461
MAG07059,MG_30_13199_05,16.61918
MAG07060,MG_30_13199_05,352.62225
MAG07061,MG_30_13199_05,59.576763
MAG07062,MG_30_13199_05,48.35937
MAG07063,MG_30_13199_05,14.166143
MAG07064,MG_30_13199_05,13.188326
MAG07065,MG_30_13199_05,10.509649
MAG07066,MG_30_13199_05,37.780964
MAG07067,MG_30_13199_05,15.122288
MAG07068,MG_30_13200_03,35.90295
MAG07069,MG_30_13268_03,129.1971
MAG07070,MG_30_13268_03,52.92376
MAG07071,MG_30_13268_03,3451.3875
MAG07072,MG_30_13268_03,36.398968
MAG07073,MG_30_13268_03,37.944874
MAG07074,MG_30_13268_03,57.128616
MAG07075,MG_30_13268_03,59.83119
MAG07076,MG_30_13268_03,31.265505
MAG07077,MG_30_13268_03,27.000875
MAG07078,MG_30_13268_03,107.93509
MAG07079,MG_30_13272_02,92.86475
MAG07080,MG_30_13272_02,677.3112
MAG07081,MG_30_13272_02,9.81873
MAG07082,MG_30_13273_05,1425.2477
MAG07083,MG_30_13274_05,39.41942
MAG07084,MG_30_13282_05,202.70001
MAG07085,MG_30_13283_05,44.855186
MAG07086,MG_30_13283_05,646.8948
MAG07087,MG_30_13283_05,40.214245
MAG07088,MG_30_13283_05,242.27751
MAG07089,MG_30_13283_05,115.37568
MAG07090,MG_30_13283_05,18.800901
MAG07091,MG_30_13307_04,22.138317
MAG07092,MG_30_13307_04,76.854385
MAG07093,MG_30_13307_04,16.361338
MAG07094,MG_30_13307_04,282.8015
MAG07095,MG_30_13307_04,2930.428
MAG07096,MG_30_13307_04,317.6178
MAG07097,MG_30_13307_04,17.101303
MAG07098,MG_30_13307_04,61.239178
MAG07099,MG_30_13307_04,82.02538
MAG07100,MG_30_13307_04,405.03445
MAG07101,MG_30_13307_04,14.434443
MAG07102,MG_30_13307_04,25.045664
MAG07103,MG_30_13307_04,17.42421
MAG07104,MG_30_13307_04,121.10494
MAG07105,MG_30_13307_04,140.3095
MAG07106,MG_30_13307_04,24.000807
MAG07107,MG_30_13307_04,35.79507
MAG07108,MG_30_13307_04,32.05109
MAG07109,MG_30_13307_04,186.6808
MAG07110,MG_30_13314_02,2349.4148
MAG07111,MG_30_13329_04,14.227564
MAG07112,MG_30_13329_04,1026.3921
MAG07113,MG_30_13329_04,46.18941
MAG07114,MG_30_13329_04,12.618256
MAG07115,MG_30_13329_04,33.42235
MAG07116,MG_30_13329_04,24.476778
MAG07117,MG_30_13348_05,851.43506
MAG07118,MG_30_13827_03,77.06948
MAG07119,MG_30_13827_03,84.40173
MAG07120,MG_30_13827_03,177.16228
MAG07121,MG_30_13827_03,65.40493
MAG07122,MG_30_13827_03,228.7266
MAG07123,MG_30_13827_03,324.10153
MAG07124,MG_30_13827_03,96.67354
MAG07125,MG_30_13827_03,3024.8154
MAG07126,MG_30_13827_03,20.441711
MAG07127,MG_30_13828_03,406.05005
MAG07128,MG_30_13863_03,414.02182
MAG07129,MG_30_13863_03,92.4368
MAG07130,MG_30_13863_03,22.684488
MAG07131,MG_30_13863_03,64.46005
MAG07132,MG_30_13863_03,75.49437
MAG07133,MG_30_13863_03,1505.7546
MAG07134,MG_30_13863_03,35.84662
MAG07135,MG_30_13863_03,21.7671
MAG07136,MG_30_13866_03,1835.867
MAG07137,MG_30_13866_03,146.89369
MAG07138,MG_30_13871_04,55.099777
MAG07139,MG_30_13871_04,209.08342
MAG07140,MG_30_13871_04,381.2259
MAG07141,MG_30_13871_04,290.90744
MAG07142,MG_30_13871_04,32.83099
MAG07143,MG_30_13871_04,14.960666
MAG07144,MG_30_13871_04,366.1489
MAG07145,MG_30_13875_03,21.331116
MAG07146,MG_30_13875_03,10.50828
MAG07147,MG_30_13875_03,3601.9543
MAG07148,MG_30_13875_03,287.08472
MAG07149,MG_30_13875_03,108.64895
MAG07150,MG_30_13875_03,25.091722
MAG07151,MG_30_13875_03,177.63556
MAG07152,MG_30_13875_03,215.87885
MAG07153,MG_30_13875_03,11.014045
MAG07154,MG_30_13875_03,114.38185
MAG07155,MG_30_13875_03,34.923485
MAG07156,MG_30_13875_03,105.67944
MAG07157,MG_30_13875_03,17.431534
MAG07158,MG_30_13875_03,31.98306
MAG07159,MG_30_13876_03,27.9703
MAG07160,MG_30_13876_03,201.10374
MAG07161,MG_30_13876_03,370.20898
MAG07162,MG_30_13876_03,275.3475
MAG07163,MG_30_13876_03,71.23368
MAG07164,MG_30_13876_03,19.694443
MAG07165,MG_30_13876_03,17.994946
MAG07166,MG_30_13876_03,23.229479
MAG07167,MG_30_13879_02,19.410028
MAG07168,MG_30_13879_02,705.74384
MAG07169,MG_30_13879_02,62.33982
MAG07170,MG_30_13879_02,46.241264
MAG07171,MG_30_13879_02,9.874551
MAG07172,MG_30_13879_02,21.789396
MAG07173,MG_30_13879_02,1273.4591
MAG07174,MG_30_13879_02,343.5465
MAG07175,MG_30_13879_02,104.14912
MAG07176,MG_30_13879_02,20.834732
MAG07177,MG_30_13879_02,33.593773
MAG07178,MG_30_13879_02,472.3754
MAG07179,MG_30_13879_02,32.558884
MAG07180,MG_30_13881_03,69.05092
MAG07181,MG_30_13881_03,706.15515
MAG07182,MG_30_13885_05,86.60208
MAG07183,MG_30_13885_05,27.024464
MAG07184,MG_30_13885_05,438.054
MAG07185,MG_30_13885_05,15.003986
MAG07186,MG_30_13885_05,1466.5778
MAG07187,MG_30_13885_05,16.533335
MAG07188,MG_30_13885_05,673.9906
MAG07189,MG_30_13885_05,70.503204
MAG07190,MG_30_13885_05,25.708641
MAG07191,MG_30_13885_05,170.67917
MAG07192,MG_30_13885_05,17.170431
MAG07193,MG_30_13885_05,626.3933
MAG07194,MG_30_13885_05,36.64989
MAG07195,MG_30_13886_03,2644.4553
MAG07196,MG_30_13886_03,217.34943
MAG07197,MG_30_13890_05,118.75991
MAG07198,MG_30_13890_05,1290.3215
MAG07199,MG_30_13890_05,807.57
MAG07200,MG_30_13890_05,32.308575
MAG07201,MG_30_13890_05,20.524204
MAG07202,MG_30_13890_05,33.773285
MAG07203,MG_30_13890_05,122.93667
MAG07204,MG_30_13890_05,23.390675
MAG07205,MG_30_13890_05,123.43249
MAG07206,MG_30_13890_05,447.1524
MAG07207,MG_30_13890_05,20.592318
MAG07208,MG_30_13890_05,102.68023
MAG07209,MG_30_13890_05,24.222082
MAG07210,MG_30_13890_05,118.34911
MAG07211,MG_30_13890_05,168.1512
MAG07212,MG_30_13896_03,1540.5569
MAG07213,MG_30_13905_03,27.951159
MAG07214,MG_30_13905_03,135.21614
MAG07215,MG_30_13905_03,1866.4087
MAG07216,MG_30_13905_03,96.86788
MAG07217,MG_30_13905_03,486.7334
MAG07218,MG_30_13905_03,54.092133
MAG07219,MG_30_13917_02,52.37547
MAG07220,MG_30_13917_02,38.062172
MAG07221,MG_30_13917_02,125.89373
MAG07222,MG_30_13917_02,33.26443
MAG07223,MG_30_13917_02,15.765412
MAG07224,MG_30_13917_02,18.972807
MAG07225,MG_30_13917_02,87.2413
MAG07226,MG_30_13917_02,56.574802
MAG07227,MG_30_13917_02,207.13733
MAG07228,MG_30_13917_02,14.306444
MAG07229,MG_30_13917_02,18.54199
MAG07230,MG_30_14391_05,540.67584
MAG07231,MG_30_14400_05,29.629374
MAG07232,MG_30_14403_04,889.1314
MAG07233,MG_30_14407_05,19.586697
MAG07234,MG_30_14407_05,357.724
MAG07235,MG_30_14407_05,15.887469
MAG07236,MG_30_14407_05,15.870302
MAG07237,MG_30_14407_05,19.215092
MAG07238,MG_30_14415_03,316.68097
MAG07239,MG_30_14415_03,29.530006
MAG07240,MG_30_14416_03,10.326904
MAG07241,MG_30_14416_03,246.12047
MAG07242,MG_30_14416_03,190.08292
MAG07243,MG_30_14416_03,10.866085
MAG07244,MG_30_14417_05,67.67852
MAG07245,MG_30_14417_05,358.28674
MAG07246,MG_30_14417_05,208.5002
MAG07247,MG_30_14417_05,16.27984
MAG07248,MG_30_14418_03,67.00308
MAG07249,MG_30_14418_03,19.320435
MAG07250,MG_30_14418_03,80.65193
MAG07251,MG_30_14418_03,109.57081
MAG07252,MG_30_14418_03,14.208333
MAG07253,MG_30_14418_03,197.0338
MAG07254,MG_30_14418_03,48.091988
MAG07255,MG_30_14418_03,109.99453
MAG07256,MG_30_14418_03,24.160238
MAG07257,MG_30_14418_03,661.8975
MAG07258,MG_30_14429_05,342.87418
MAG07259,MG_30_14434_03,1276.1187
MAG07260,MG_30_14434_03,110.705666
MAG07261,MG_30_14434_03,21.481724
MAG07262,MG_30_14434_03,20.408707
MAG07263,MG_30_14434_03,62.344208
MAG07264,MG_30_14434_03,61.28577
MAG07265,MG_30_14434_03,78.75295
MAG07266,MG_30_14434_03,37.918877
MAG07267,MG_30_14434_03,241.93309
MAG07268,MG_30_14434_03,17.06836
MAG07269,MG_30_14434_03,2602.6338
MAG07270,MG_30_14434_03,19.707827
MAG07271,MG_30_14437_05,313.0268
MAG07272,MG_30_14437_05,100.93247
MAG07273,MG_30_14437_05,92.395874
MAG07274,MG_30_14437_05,68.18051
MAG07275,MG_30_14437_05,46.583515
MAG07276,MG_30_14437_05,705.108
MAG07277,MG_30_14437_05,45.49473
MAG07278,MG_30_14437_05,661.03485
MAG07279,MG_30_14437_05,73.489105
MAG07280,MG_30_14444_03,885.71545
MAG07281,MG_30_14450_05,467.3638
MAG07282,MG_30_14458_05,27.298567
MAG07283,MG_30_14458_05,438.9279
MAG07284,MG_30_15242_02,1598.8977
MAG07285,MG_30_15243_05,60.54041
MAG07286,MG_30_15243_05,316.63306
MAG07287,MG_30_15250_03,28.145683
MAG07288,MG_30_15250_03,4764.04
MAG07289,MG_30_15250_03,17.19901
MAG07290,MG_30_15250_03,61.79508
MAG07291,MG_30_15250_03,4409.0103
MAG07292,MG_30_15250_03,722.419
MAG07293,MG_30_15250_03,44.763725
MAG07294,MG_30_15250_03,16.524569
MAG07295,MG_30_15250_03,119.39516
MAG07296,MG_30_15250_03,162.84671
MAG07297,MG_30_15250_03,213.90608
MAG07298,MG_30_15250_03,14.148589
MAG07299,MG_30_15250_03,124.77685
MAG07300,MG_30_15250_03,325.1462
MAG07301,MG_30_15250_03,154.83665
MAG07302,MG_30_15250_03,20.878618
MAG07303,MG_30_15250_03,129.42168
MAG07304,MG_30_15254_02,400.1548
MAG07305,MG_30_15254_02,135.12927
MAG07306,MG_30_15254_02,1799.116
MAG07307,MG_30_15276_03,781.95575
MAG07308,MG_30_15276_03,119.12571
MAG07309,MG_30_15276_03,2485.0896
MAG07310,MG_30_15276_03,79.288345
MAG07311,MG_30_15276_03,85.303276
MAG07312,MG_30_15276_03,28.613218
MAG07313,MG_30_15276_03,32.482807
MAG07314,MG_30_15276_03,15.22599
MAG07315,MG_30_15276_03,48.30815
MAG07316,MG_30_15276_03,64.13378
MAG07317,MG_30_15276_03,62.36714
MAG07318,MG_30_15276_03,44.50923
MAG07319,MG_30_15276_03,121.212845
MAG07320,MG_30_15276_03,26.211294
MAG07321,MG_30_15282_02,443.76007
MAG07322,MG_30_15300_02,56.216385
MAG07323,MG_30_15300_02,282.67203
MAG07324,MG_30_15300_02,171.18459
MAG07325,MG_30_15300_02,199.13943
MAG07326,MG_30_15300_02,843.9162
MAG07327,MG_30_15300_02,1464.2103
MAG07328,MG_30_15300_02,50.128582
MAG07329,MG_30_15300_02,30.498968
MAG07330,MG_30_15300_02,4744.484
MAG07331,MG_30_15300_02,33.298954
MAG07332,MG_30_15300_02,19.00098
MAG07333,MG_30_15300_02,36.643806
MAG07334,MG_30_15300_02,293.18277
MAG07335,MG_30_15300_02,91.07351
MAG07336,MG_30_15300_02,26.620144
MAG07337,MG_30_15300_02,86.17085
MAG07338,MG_30_15300_02,66.77457
MAG07339,MG_30_15311_02,72.17824
MAG07340,MG_30_15311_02,67.80701
MAG07341,MG_30_15311_02,12.347471
MAG07342,MG_30_15311_02,14.6776705
MAG07343,MG_30_15311_02,45.557518
MAG07344,MG_30_15311_02,45.581432
MAG07345,MG_30_15311_02,37.744034
MAG07346,MG_30_15311_02,99.079216
MAG07347,MG_30_15311_02,2022.8094
MAG07348,MG_30_15311_02,302.68372
MAG07349,MG_30_15311_02,99.07732
MAG07350,MG_30_16231_04,171.43044
MAG07351,MG_30_16231_04,205.0156
MAG07352,MG_30_16231_04,156.0916
MAG07353,MG_30_16239_02,943.77905
MAG07354,MG_30_16239_02,14.684044
MAG07355,MG_30_16241_03,25.732979
MAG07356,MG_30_16241_03,920.6027
MAG07357,MG_30_16242_05,29.178812
MAG07358,MG_30_16242_05,7.16313
MAG07359,MG_30_16242_05,16.039553
MAG07360,MG_30_16242_05,77.43067
MAG07361,MG_30_16242_05,9.185409
MAG07362,MG_30_16242_05,56.90184
MAG07363,MG_30_16242_05,114.581535
MAG07364,MG_30_16242_05,108.11448
MAG07365,MG_30_16242_05,55.440914
MAG07366,MG_30_16242_05,7.30728
MAG07367,MG_30_16253_04,561.5934
MAG07368,MG_30_16253_04,198.66429
MAG07369,MG_30_16253_04,34.560005
MAG07370,MG_30_16253_04,26.831755
MAG07371,MG_30_16253_04,24.102743
MAG07372,MG_30_16253_04,12.337716
MAG07373,MG_30_16253_04,25.747377
MAG07374,MG_30_16253_04,22.171978
MAG07375,MG_30_16253_04,13.028536
MAG07376,MG_30_16253_04,71.18486
MAG07377,MG_30_16253_04,39.73168
MAG07378,MG_30_16279_02,468.08627
MAG07379,MG_30_16308_02,222.83527
MAG07380,MG_30_16308_02,10.485308
MAG07381,MG_30_16308_02,20.19701
MAG07382,MG_30_16308_02,26.813189
MAG07383,MG_30_16308_02,10.707336
MAG07384,MG_30_16308_02,2060.2158
MAG07385,MG_30_16308_02,4529.84
MAG07386,MG_30_16308_02,1510.3989
MAG07387,MG_30_16308_02,806.1099
MAG07388,MG_30_16308_02,80.94292
MAG07389,MG_30_16308_02,229.01611
MAG07390,MG_30_16308_02,24.420551
MAG07391,MG_30_16308_02,292.49194
MAG07392,MG_30_16308_02,85.38785
MAG07393,MG_30_16308_02,28.855585
MAG07394,MG_30_16308_02,119.7125
MAG07395,MG_30_16308_02,18.810394
MAG07396,MG_30_16308_02,177.92688
MAG07397,MG_30_16308_02,64.33223
MAG07398,MG_30_16318_03,131.0075
MAG07399,MG_30_16318_03,13.986021
MAG07400,MG_30_16318_03,56.66158
MAG07401,MG_30_16318_03,18.588633
MAG07402,MG_30_16318_03,227.05208
MAG07403,MG_30_16318_03,42.40622
MAG07404,MG_30_16318_03,14.230872
MAG07405,MG_30_16318_03,16.164808
MAG07406,MG_30_16318_03,1666.3176
MAG07407,MG_30_16318_03,49.22829
MAG07408,MG_30_16318_03,127.17041
MAG07409,MG_30_16506_03,1984.2814
MAG07410,MG_30_16514_05,618.7818
MAG07411,MG_30_16514_05,194.97119
MAG07412,MG_30_16529_02,57.618885
MAG07413,MG_30_16529_02,36.45839
MAG07414,MG_30_16558_02,44.550907
MAG07415,MG_30_16558_02,308.5316
MAG07416,MG_30_16558_02,66.04599
MAG07417,MG_30_16564_05,419.12073
MAG07418,MG_30_16565_03,93.230225
MAG07419,MG_30_16565_03,607.0605
MAG07420,MG_30_16565_03,18.612068
MAG07421,MG_30_16565_03,454.6174
MAG07422,MG_30_16565_03,124.82171
MAG07423,MG_30_16565_03,122.02434
MAG07424,MG_30_16565_03,59.32205
MAG07425,MG_30_16565_03,47.444595
MAG07426,MG_30_16565_03,33.30442
MAG07427,MG_30_16565_03,13.929883
MAG07428,MG_30_16565_03,713.40234
MAG07429,MG_30_16565_03,26.766754
MAG07430,MG_30_16565_03,25.039358
MAG07431,MG_30_16565_03,35.991436
MAG07432,MG_30_16565_03,72.147095
MAG07433,MG_30_16565_03,240.85602
MAG07434,MG_30_17792_02,1601.564
MAG07435,MG_30_17792_02,12.857019
MAG07436,MG_30_17796_04,103.463684
MAG07437,MG_30_17806_05,2000.7834
MAG07438,MG_30_17819_04,11.30014
MAG07439,MG_30_17819_04,21.165453
MAG07440,MG_30_17819_04,74.03341
MAG07441,MG_30_17819_04,117.4646
MAG07442,MG_30_17819_04,451.24213
MAG07443,MG_30_17819_04,469.28354
MAG07444,MG_30_17819_04,13.31659
MAG07445,MG_30_17819_04,14.956154
MAG07446,MG_30_17819_04,160.16539
MAG07447,MG_30_17819_04,415.39197
MAG07448,MG_30_17819_04,25.65243
MAG07449,MG_30_17819_04,172.29825
MAG07450,MG_30_17819_04,193.99791
MAG07451,MG_30_17819_04,18.374857
MAG07452,MG_30_17819_04,48.849663
MAG07453,MG_30_17819_04,15.490726
MAG07454,MG_30_17819_04,20.3376
MAG07455,MG_30_17819_04,39.148197
MAG07456,MG_30_17819_04,169.79863
MAG07457,MG_30_17819_04,182.08122
MAG07458,323752_MG,339.46973
MAG07459,323756_MG,10.854951
MAG07460,323756_MG,27.222895
MAG07461,323756_MG,52.99636
MAG07462,323756_MG,141.86241
MAG07463,323756_MG,14.243488
MAG07464,323756_MG,44.682198
MAG07465,323756_MG,9.944466
MAG07466,323756_MG,21.330723
MAG07467,323756_MG,22.828512
MAG07468,323756_MG,374.43948
MAG07469,323756_MG,11.506232
MAG07470,323756_MG,39.051994
MAG07471,323757_MG,10.3607435
MAG07472,323757_MG,266.16736
MAG07473,323757_MG,262.40488
MAG07474,323758_MG,36.4632
MAG07475,323758_MG,88.11236
MAG07476,323760_MG,17.117922
MAG07477,323760_MG,14.185532
MAG07478,323760_MG,15.560398
MAG07479,323760_MG,28.242743
MAG07480,323760_MG,10.981511
MAG07481,323760_MG,62.041187
MAG07482,323760_MG,141.4028
MAG07483,323760_MG,18.937412
